experiment,algorithm,pop_size,config,seed,effective_pop,n_feasible,runtime_s,profile_id,archetype,hypervolume,max_hv_profile,normalized_hv,normalization_scheme
nsga2_sweep,nsga2,150,sweep,2,150,150,3.588548166968394,STU_0036,comfort_seeking,22.4317550586328,23.390755185056378,0.9590008907862771,union_observed_max_per_profile
nsga2_sweep,nsga2,150,sweep,3,150,150,3.4511434590094723,STU_0036,comfort_seeking,22.771464102965083,23.390755185056378,0.9735241091109816,union_observed_max_per_profile
nsga2_sweep,nsga2,150,sweep,4,150,150,3.462867541995365,STU_0036,comfort_seeking,22.8901629212677,23.390755185056378,0.978598713045892,union_observed_max_per_profile
nsga2_sweep,nsga2,160,sweep,0,160,160,3.9391674159560353,STU_0036,comfort_seeking,22.906894231836116,23.390755185056378,0.9793140089153948,union_observed_max_per_profile
nsga2_sweep,nsga2,160,sweep,1,160,160,4.338271540997084,STU_0036,comfort_seeking,22.59420120731763,23.390755185056378,0.9659457776614396,union_observed_max_per_profile
nsga2_sweep,nsga2,160,sweep,2,160,160,3.8220060410094447,STU_0036,comfort_seeking,22.80367428894556,23.390755185056378,0.9749011568260144,union_observed_max_per_profile
nsga2_sweep,nsga2,160,sweep,3,160,160,4.426723542041145,STU_0036,comfort_seeking,22.625708640963506,23.390755185056378,0.9672927813557024,union_observed_max_per_profile
nsga2_sweep,nsga2,160,sweep,4,160,160,3.823365791002289,STU_0036,comfort_seeking,22.65229231102074,23.390755185056378,0.9684292846385988,union_observed_max_per_profile
nsga2_sweep,nsga2,168,sweep,0,168,168,4.2679596659727395,STU_0036,comfort_seeking,22.941961329197273,23.390755185056378,0.9808131951145456,union_observed_max_per_profile
nsga2_sweep,nsga2,168,sweep,1,168,168,4.1355758329737,STU_0036,comfort_seeking,22.884035538391107,23.390755185056378,0.9783367555832914,union_observed_max_per_profile
nsga2_sweep,nsga2,168,sweep,2,168,168,4.524383125011809,STU_0036,comfort_seeking,22.659115276513536,23.390755185056378,0.968720979602648,union_observed_max_per_profile
nsga2_sweep,nsga2,168,sweep,3,168,168,4.2606504170107655,STU_0036,comfort_seeking,22.72316311943089,23.390755185056378,0.9714591486959772,union_observed_max_per_profile
nsga2_sweep,nsga2,168,sweep,4,168,168,4.111428709002212,STU_0036,comfort_seeking,22.83067732913646,23.390755185056378,0.9760555889927944,union_observed_max_per_profile
nsga2_sweep,nsga2,170,sweep,0,170,170,4.656925708986819,STU_0036,comfort_seeking,22.988613200149036,23.390755185056378,0.98280765277881,union_observed_max_per_profile
nsga2_sweep,nsga2,170,sweep,1,170,170,4.971422665985301,STU_0036,comfort_seeking,22.271371062247137,23.390755185056378,0.9521441649081778,union_observed_max_per_profile
nsga2_sweep,nsga2,170,sweep,2,170,170,5.068249833013397,STU_0036,comfort_seeking,22.89122244251898,23.390755185056378,0.9786440096275072,union_observed_max_per_profile
nsga2_sweep,nsga2,170,sweep,3,170,170,4.662705791008193,STU_0036,comfort_seeking,22.897337021872005,23.390755185056378,0.9789054197147254,union_observed_max_per_profile
nsga2_sweep,nsga2,170,sweep,4,170,170,4.728987917013001,STU_0036,comfort_seeking,22.90515896331696,23.390755185056378,0.9792398228318148,union_observed_max_per_profile
