generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,4390.1328694415615,,0.2024249367079841,0.8,136,170,STU_0508,nsga3,17,33.42491533304565
2,4545.0693283,,0.1484610766068322,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
3,4653.763563222378,,0.13830237774069654,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
4,4715.26939861554,,0.159409017368971,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
5,4789.985433652689,,0.14884204390156894,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
6,4827.7104416690245,,0.179751187772912,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
7,4876.820746472604,,0.09551875542100564,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
8,4921.6454156582695,,0.1123183812009935,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
9,4938.272996582904,,0.0979819820297406,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
10,4968.9451576835,,0.08803693423136771,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
11,4996.24677612581,,0.08895153843363733,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
12,5078.855542270834,,0.0756883018674321,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
13,5035.791035840136,,0.11346273240851329,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
14,5077.1375567808955,,0.06803718341279301,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
15,5246.606711367089,,0.08778340336565543,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
16,5289.999354790782,,0.09421120834722517,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
17,5291.3765060460555,,0.07079710337787534,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
18,5317.518928878482,,0.0668202020244352,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
19,5367.0009667783,,0.07013200831117827,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
20,5365.29180121389,,0.06690126207580666,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
21,5390.849811824802,,0.06797067209792121,1.0,170,170,STU_0508,nsga3,17,33.42491533304565
