generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,6384.412798181732,,0.3370480922304826,0.5,85,170,STU_0630,nsga3,25,73.04088987503201
2,6418.902575953249,,0.23088994744205033,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
3,6500.533311912695,,0.22542306049076843,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
4,6533.828009681067,,0.1630365161110072,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
5,6632.5618843184475,,0.16200943446179547,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
6,6698.484277146385,,0.176723203982432,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
7,6774.303912730901,,0.15344867981964677,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
8,6784.768797086246,,0.15684955754725796,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
9,6830.188647874213,,0.17074628154361962,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
10,6925.289004739328,,0.15920221338534501,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
11,6994.8792749477525,,0.16602055109609298,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
12,7035.683238281925,,0.19349694358471314,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
13,7042.84975323445,,0.17583745249335742,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
14,7092.028680522313,,0.18594282817515848,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
15,7101.17367402216,,0.20118271858527326,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
16,7146.2277822873975,,0.21776952412094486,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
17,7170.556391881612,,0.1536208253041445,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
18,7223.870509663078,,0.18230312225455506,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
19,7234.938310245028,,0.18785431086963764,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
20,7245.805298559399,,0.2800718963786773,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
21,7248.118945325328,,0.2849409083429483,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
22,7259.422224298847,,0.3094722620703787,1.0,170,170,STU_0630,nsga3,25,73.04088987503201
