generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,3896.8438040219467,,0.15060679698358548,0.4235294117647059,72,170,STU_0170,nsga3,6,31.272280500037596
2,3974.0888513181067,,0.06167637819828611,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
3,4019.358895772128,,0.09371564900392322,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
4,4041.0669125308923,,0.09135439088653463,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
5,4053.774723705875,,0.09903912480800876,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
6,4153.121313351758,,0.10418632372601017,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
7,4176.519901338717,,0.08845714571035,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
8,4176.814566677445,,0.0786647536872435,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
9,4201.538054517918,,0.07714026728170516,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
10,4209.482271725847,,0.05177716108409946,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
11,4233.284969160323,,0.05326915508747158,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
12,4263.466181262197,,0.0567891878543671,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
13,4275.286885430998,,0.08470667737773152,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
14,4283.527366914663,,0.06504242330608234,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
15,4295.272828673808,,0.05811039853764158,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
16,4312.426528553833,,0.058962415836945205,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
17,4333.764474819647,,0.07261034091563276,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
18,4341.4336675412105,,0.08625302093246652,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
19,4357.261409670009,,0.12714318846893813,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
20,4362.472590066454,,0.1252381581035554,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
21,4385.765899659361,,0.12853613941391162,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
22,4383.84121945952,,0.16045486280324706,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
23,4384.362605855852,,0.14417505950216414,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
24,4388.7828374996825,,0.09260481336178275,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
25,4388.667401728597,,0.08736424740913372,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
26,4391.965067690875,,0.08093212443930921,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
27,4393.331595987806,,0.07982268286063926,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
28,4393.16597502582,,0.08370434375768236,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
29,4400.454711206508,,0.14770960491974747,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
30,4404.603525531342,,0.15554855195258893,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
31,4407.466704869632,,0.1566103907394554,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
32,4408.569089861642,,0.15470396676345777,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
33,4407.4269586442715,,0.056905037929135385,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
34,4410.833767559101,,0.058711905335706076,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
35,4411.550142502074,,0.09108235801320161,1.0,170,170,STU_0170,nsga3,6,31.272280500037596
