generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,5306.778397282653,,0.14286996220392736,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
2,5374.449697397499,,0.10586913984684941,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
3,5763.220494548039,,0.1005744536777403,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
4,5795.060802151164,,0.11446802353820433,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
5,5995.932615213975,,0.09689111683946805,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
6,6120.246319450382,,0.06349085325766335,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
7,6153.312437857108,,0.06996269073769142,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
8,6192.0623779619855,,0.06625465193074666,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
9,6200.98257503048,,0.05338257793768069,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
10,6210.977314571188,,0.047467057059526765,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
11,6248.393275894559,,0.05777281986968413,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
12,6255.435323838252,,0.05191444408143315,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
13,6270.2163385449785,,0.05474922293764814,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
14,6262.636900454188,,0.04613142007325728,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
15,6280.675585686992,,0.04897738389255458,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
16,6360.201397840233,,0.04934671795522337,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
17,6357.097137436498,,0.03935090180313833,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
18,6366.497401446531,,0.04675932312804516,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
19,6360.507303529239,,0.051406251648084975,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
20,6361.189460560215,,0.05038417439124297,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
21,6365.464431287193,,0.05020174157430859,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
22,6368.230481657467,,0.05723415903140325,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
23,6389.075263455397,,0.05851183234212047,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
24,6396.788864699814,,0.05584384506691447,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
25,6400.047486098569,,0.05017065812352611,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
26,6398.604782605471,,0.05771008312395074,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
27,6398.568287762986,,0.0571984573648696,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
28,6400.036894055709,,0.06689473139759125,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
29,6399.940796304514,,0.06200286038183483,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
30,6403.8929416096835,,0.06821282734834058,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
31,6402.925563633451,,0.06090253987896603,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
32,6407.833124257089,,0.08183194921594734,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
33,6406.803263508241,,0.06582337456218074,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
34,6402.158309130869,,0.050917475742997494,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
35,6404.069725416941,,0.06350675554857634,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
36,6398.741771798896,,0.06387120053950752,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
37,6403.518838406097,,0.06500146375153026,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
38,6408.949449763951,,0.06952937357651141,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
39,6408.875942568676,,0.0663316584793597,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
40,6400.333615521996,,0.06738837154567581,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
41,6411.181068934149,,0.063759842817095,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
42,6413.643384738032,,0.06385662118623608,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
43,6413.02744997454,,0.06578819335753738,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
44,6410.366944788359,,0.06443594804337299,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
45,6409.284326888896,,0.06339947803631822,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
46,6409.356234318161,,0.07275957401435969,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
47,6410.457668594354,,0.0676924091968379,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
48,6410.1016920659495,,0.07180401588442824,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
49,6413.685417923888,,0.09200597319112702,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
50,6411.81341020396,,0.09050848286214216,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
51,6409.973832860021,,0.09115110338858874,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
52,6408.611151361107,,0.09144616155253903,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
53,6412.164132004593,,0.09230941179648339,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
54,6413.668032269674,,0.07628330199351084,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
55,6412.217642408436,,0.048469216345779755,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
56,6405.222356301507,,0.05167070177890577,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
57,6410.885534614868,,0.05292101472314313,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
58,6411.588030862773,,0.050673572206352074,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
59,6411.8311437499715,,0.049567467725951005,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
60,6413.234675945582,,0.057342063311608425,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
61,6414.981606302595,,0.05273134917391145,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
62,6417.163876264341,,0.05456108137564091,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
63,6415.572553406616,,0.05547220100665616,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
64,6412.011679971884,,0.05717933262132592,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
65,6410.69681191629,,0.06034139167708125,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
66,6411.027950328893,,0.06070321445522614,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
67,6411.891819953958,,0.10367361766723115,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
68,6400.836226138581,,0.10068524830242377,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
69,6399.513348531376,,0.10087092754640675,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
70,6418.162087465871,,0.10085502019415926,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
71,6412.811802990782,,0.1033574731550065,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
72,6418.14309992894,,0.10405555041574173,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
73,6417.039622066796,,0.10593550528730657,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
74,6418.444848621877,,0.11358899003941134,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
75,6406.475284456328,,0.11363174674107208,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
76,6416.372975202391,,0.11446237608373563,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
77,6417.002375120797,,0.10586675433218602,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
78,6416.323257533837,,0.10401943865977568,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
79,6417.650511721554,,0.11640583635716312,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
80,6416.37246599305,,0.11767702511652764,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
81,6416.534630780225,,0.10676079777619471,1.0,168,168,STU_0660,nsga2,15,47.850718499859795
