generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,5527.820990966079,,0.1092933519384783,0.9529411764705882,162,170,STU_0093,nsga3,28,31.035636250046082
2,5574.671491190837,,0.10726963641093289,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
3,5620.860220797192,,0.10771663600803605,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
4,5702.5320882810065,,0.12494412682510805,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
5,5926.01108765408,,0.12593743305751637,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
6,6047.927361996171,,0.10206115261027103,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
7,6120.433151098769,,0.08463440278862218,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
8,6176.733776878833,,0.09317338626954624,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
9,6195.506152619956,,0.11280642270542086,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
10,6217.958670136364,,0.07049562025623916,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
11,6241.8010429590595,,0.07213568150498127,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
12,6249.596364440662,,0.07613934481867561,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
13,6260.230916640471,,0.06536467074462629,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
14,6266.563456762944,,0.07202612665193797,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
15,6290.81687636755,,0.06664141821320184,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
16,6296.52672992806,,0.06726256938535258,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
17,6293.755148638815,,0.06377089227113444,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
18,6292.96561149801,,0.06192813994275078,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
19,6299.14059047655,,0.055379533183226685,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
20,6310.3160844610975,,0.07195539600593527,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
21,6322.589163136303,,0.0679863086591743,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
22,6318.118362173394,,0.07306181141949618,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
23,6319.132453919391,,0.0700727655145487,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
24,6317.60444181737,,0.07627647442193969,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
25,6319.64944508358,,0.07811618950231494,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
26,6324.666842813789,,0.09105178502572023,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
27,6327.788028949519,,0.09976038711345538,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
28,6326.9456275615885,,0.07136577978139401,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
29,6329.547897120728,,0.06018419683169663,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
30,6323.270123434089,,0.07098977935364045,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
31,6319.332051222887,,0.08207274114024553,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
32,6322.245330491111,,0.07559807954187354,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
33,6324.764029220851,,0.08194414423854365,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
34,6321.370190524641,,0.10307820636604359,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
35,6330.9162278384165,,0.07207943468919112,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
36,6333.9978660719025,,0.0873050230476205,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
37,6331.037358380148,,0.07324518508430594,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
38,6334.0504065721425,,0.06935179732887078,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
39,6342.183483927181,,0.09788638782565282,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
40,6322.036914451768,,0.08827293172823708,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
41,6319.25020440012,,0.08054777606505048,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
42,6319.884645623522,,0.15678046917919355,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
43,5901.154598327527,,0.0537411903713416,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
44,5899.668201243187,,0.05608801048232032,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
45,6096.62021556643,,0.27664892080545755,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
46,6100.156462805908,,0.055923691274994906,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
47,6090.439030734009,,0.04788535708141455,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
48,6090.428728566956,,0.07212965484479303,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
49,6091.052056596104,,0.06382576208917097,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
50,6133.2265727229005,,0.06699943419911292,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
51,5973.3802610418925,,0.11093249807463754,1.0,170,170,STU_0093,nsga3,28,31.035636250046082
