generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,5320.8778481720965,,0.1619565056262715,0.1588235294117647,27,170,STU_0730,nsga3,29,56.80684800003655
2,5533.583477489275,,0.0846428917721476,0.4647058823529412,79,170,STU_0730,nsga3,29,56.80684800003655
3,5642.305646255685,,0.06045175303399464,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
4,5702.118864423906,,0.05751943536522958,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
5,5890.555751190528,,0.10586047692280254,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
6,5915.95946934185,,0.0736257915381529,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
7,5929.679988751834,,0.0463750621370258,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
8,5938.5909544002825,,0.08698220453185446,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
9,6225.171602739696,,0.043825823013608364,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
10,6358.17338766166,,0.08304412670773692,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
11,6411.125739248197,,0.11665732046637345,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
12,6419.016131129215,,0.11823954320809636,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
13,6419.059182767485,,0.05983397251148709,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
14,6429.077921482889,,0.06416455139346207,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
15,6547.573559046072,,0.06423275742448072,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
16,6637.966761192037,,0.05009704781297949,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
17,6670.784078381757,,0.04311774218396292,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
18,6671.230071679524,,0.07531378207352883,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
19,6687.787877392702,,0.04277485731469808,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
20,6693.650603350648,,0.04064311405913996,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
21,6693.207561112715,,0.05317928210721052,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
22,6699.703990803745,,0.038933320845546134,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
23,6700.774367625163,,0.04261350171240593,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
24,6706.9742632942225,,0.04344361428069235,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
25,6708.150624046259,,0.055750494990244696,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
26,6708.28698530359,,0.03914746983266439,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
27,6747.44383907313,,0.06738075777908467,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
28,6747.337618410552,,0.049292552428417055,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
29,6747.270058177168,,0.049017781677185686,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
30,6746.222573814699,,0.0512088176044578,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
31,6746.903217781076,,0.04791161057179188,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
32,6750.018316043778,,0.046536908150852714,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
33,6746.089057295525,,0.04964978201689145,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
34,6749.465197866135,,0.042266897665967494,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
35,6749.164704888757,,0.04337561532827067,1.0,170,170,STU_0730,nsga3,29,56.80684800003655
