generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,4864.917827890857,,0.12342900117732247,0.8630952380952381,145,168,STU_0720,nsga2,29,41.37970320880413
2,4895.522031264736,,0.12777691831106228,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
3,5021.122029487202,,0.11166720101450338,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
4,5130.829414531175,,0.12146648889745885,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
5,5291.08148062095,,0.13001749064692592,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
6,5331.622271473661,,0.14779153981852694,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
7,5450.844242185781,,0.21808297124172604,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
8,5465.060973487414,,0.17254213666453075,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
9,5487.310318313671,,0.15205297067458548,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
10,5497.965017768189,,0.09686024642082082,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
11,5609.8738503450895,,0.12003079443451202,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
12,5702.749639147486,,0.11383036234780429,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
13,5740.183064154922,,0.08573313039122474,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
14,5742.479016099259,,0.08139074069701262,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
15,5754.644788722069,,0.06326110309135395,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
16,5756.672373438363,,0.05190061775419265,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
17,5777.159849741137,,0.054064749418580464,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
18,5781.38294201164,,0.05367505972334347,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
19,5784.3998476963325,,0.06964591286683064,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
20,5784.964106707314,,0.060737187699006163,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
21,5784.716918173817,,0.07426034103012971,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
22,5791.586301013069,,0.07147917639821534,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
23,5798.67395077513,,0.07881762132750955,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
24,5799.604849487577,,0.07009761208274372,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
25,5803.438486616704,,0.05708799486955615,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
26,5803.333701485793,,0.06416582848815275,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
27,5804.281043887514,,0.054033945866529494,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
28,5806.449415799502,,0.062205433801342566,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
29,5792.029459493984,,0.060346389238815495,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
30,5816.476577241583,,0.0570601938969859,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
31,5824.812338889309,,0.063057043159749,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
32,5830.17665640449,,0.06311576791271387,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
33,5824.85650345026,,0.061742151196775834,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
34,5825.212689457588,,0.06061882565878553,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
35,5826.178687294499,,0.048017187257630024,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
36,5829.20075021537,,0.058581767844554815,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
37,5829.958590360123,,0.053030409822482666,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
38,5836.568954935022,,0.06223266554878193,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
39,5831.433392517293,,0.06813055111941861,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
40,5837.924478772767,,0.061296382031184975,1.0,168,168,STU_0720,nsga2,29,41.37970320880413
