generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,6850.760672483339,,0.7377067117989665,0.22023809523809523,37,168,STU_0510,nsga2,25,26.443879750091583
2,6860.015075951058,,0.41199017031888147,0.5714285714285714,96,168,STU_0510,nsga2,25,26.443879750091583
3,7119.615071664622,,0.21889605132596163,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
4,7345.553368069756,,0.2184937583437372,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
5,7370.697595300414,,0.2296655117815139,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
6,7536.222630863851,,0.2808862228324463,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
7,7640.878367028127,,0.21501514822105852,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
8,7659.6668902399115,,0.20442724406783067,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
9,7688.237744796349,,0.19736836890983625,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
10,7750.454362750219,,0.2129806824646063,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
11,7849.39511502384,,0.21922191093171503,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
12,7889.308862289366,,0.1787116510381537,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
13,8014.032215539008,,0.2724089703655236,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
14,8018.469370229621,,0.22280975968379857,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
15,8157.458946849737,,0.21647792189549817,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
16,8233.684147505428,,0.22845171524786348,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
17,8241.019376112848,,0.22529224780984497,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
18,8264.474386970933,,0.20445923341002503,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
19,8279.505090165872,,0.19296548505111255,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
20,8283.209879522834,,0.1855445474861499,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
21,8298.88081602964,,0.1835391074878064,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
22,8301.857916373727,,0.18210461422105684,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
23,8302.96242953495,,0.17801296938984024,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
24,8303.22226303539,,0.1848295485336538,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
25,8308.743942611582,,0.19724590274306783,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
26,8344.216917583753,,0.19617832130894997,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
27,8342.704076021275,,0.22499836169039178,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
28,8342.535621227904,,0.2011944073934729,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
29,8346.610355824541,,0.18261689972803508,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
30,8347.900260617134,,0.1931878995452429,1.0,168,168,STU_0510,nsga2,25,26.443879750091583
