generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,6424.618754304858,,0.1783407897862218,0.17261904761904762,29,168,STU_0472,nsga2,29,21.21652437513694
2,6555.09753247412,,0.11823471565174253,0.49404761904761907,83,168,STU_0472,nsga2,29,21.21652437513694
3,6556.097794895406,,0.07736865407469798,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
4,6607.971505158153,,0.052442426301687405,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
5,6667.788093649477,,0.08729563886417244,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
6,6682.9634605453675,,0.05552864917318617,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
7,6716.088314631308,,0.0645160685535687,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
8,6742.055756799745,,0.05888143117003491,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
9,6754.855415329529,,0.048746594586264784,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
10,6756.592244148494,,0.04774359201003127,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
11,6758.197674274187,,0.04223246681924027,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
12,6763.83955072343,,0.0368085691876133,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
13,6766.323693291741,,0.03209200532223311,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
14,6772.781791864977,,0.05668701108061059,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
15,6775.88162013498,,0.03672505307753523,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
16,6780.834579881923,,0.02998884213892085,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
17,6780.885137473408,,0.03403356806997307,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
18,6781.832463133476,,0.03596670005766968,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
19,6785.4982718205465,,0.0378483719451103,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
20,6785.541073299418,,0.03876433757405564,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
21,6787.829784118873,,0.03994603073721553,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
22,6788.567684790323,,0.036764756199403836,1.0,168,168,STU_0472,nsga2,29,21.21652437513694
