generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,4352.346985940907,,0.08071398406878015,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
2,4379.654177286888,,0.09023419611126535,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
3,4408.573441089576,,0.07189168640232538,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
4,4492.280773399552,,0.07157483285548082,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
5,4600.412444591306,,0.11893188841349248,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
6,4604.408824147896,,0.10199852977012394,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
7,4616.98481754077,,0.047675508498019936,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
8,4627.920971927501,,0.044439454231193935,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
9,4642.251487594442,,0.05573163740538817,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
10,4650.486649868772,,0.05531901561130958,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
11,4659.845961825124,,0.06545449086038928,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
12,4664.574935246916,,0.07576738194469218,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
13,4688.816538653749,,0.07523381348591135,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
14,4697.768285864535,,0.117520777210461,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
15,4703.6682621357095,,0.11660976998491852,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
16,4710.801630895849,,0.06644003577012755,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
17,4757.901237305493,,0.06619787283266805,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
18,4763.957546885167,,0.06277386473776776,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
19,4764.651125047789,,0.06990897827455203,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
20,4760.892106308131,,0.06095666244790901,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
21,4763.725412099781,,0.0563901533742431,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
22,4719.670440466689,,0.061480231703025204,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
23,4719.981069149237,,0.06314269151731045,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
24,4719.4706621462765,,0.052486927721902,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
25,4722.7690322697235,,0.0626831373598171,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
26,4720.98401364532,,0.05066139663514164,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
27,4751.799922902136,,0.06595278632469895,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
28,4758.264204884083,,0.08649958229694683,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
29,4731.410674838241,,0.07838287148769148,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
30,4726.977392084202,,0.09593707864305555,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
31,4727.936437441204,,0.055758688392280056,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
32,4728.024289831792,,0.06001595339680616,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
33,4818.7959798177835,,0.07309334741985178,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
34,4831.4027610189405,,0.09373340169023929,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
35,4829.595684688289,,0.1116420316578411,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
36,4819.195539572094,,0.10176463455630815,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
37,4818.78555925105,,0.08862834383415241,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
38,4816.926606405996,,0.09032654133104634,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
39,4818.933852058545,,0.06935399068539991,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
40,4827.834725920635,,0.07702201415332455,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
41,4828.445166847072,,0.05820987384898298,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
42,4819.968738679035,,0.05975871812476074,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
43,4820.608989941893,,0.06889153421455751,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
44,4821.122641445376,,0.1606972421825308,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
45,4821.6557170149845,,0.13637183596673966,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
46,4821.501674012294,,0.17075029818582416,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
47,4820.382156359123,,0.1704981775869932,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
48,4819.89031978585,,0.12916144174835592,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
49,4819.4832378124775,,0.07455102996628968,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
50,4821.028515294512,,0.06413432276151113,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
51,4822.002244744932,,0.07998226838939325,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
52,4821.896213950023,,0.08966635800463928,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
53,4824.3203553927015,,0.14881769673130596,1.0,170,170,STU_0260,nsga3,23,35.23979500005953
