generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,8768.160667368758,,0.515131623478639,0.19411764705882353,33,170,STU_0354,nsga3,2,31.776333916932344
2,8838.238008573884,,0.32037098946505826,0.5411764705882353,92,170,STU_0354,nsga3,2,31.776333916932344
3,8970.28530372147,,0.2346858663322786,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
4,9195.281981533652,,0.20694510323240353,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
5,9264.087241155165,,0.22603175001124137,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
6,9656.364783846244,,0.3009672256736927,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
7,9682.102634358305,,0.24885079565464713,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
8,9845.860082972657,,0.18013974743575645,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
9,9889.947112168504,,0.20056861615662672,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
10,9923.566362503361,,0.2305382653617944,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
11,9936.582865436689,,0.20146289194954853,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
12,10239.828806856047,,0.25675143654826016,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
13,10344.434886950557,,0.23459202492841136,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
14,10345.895326990925,,0.20838225232823662,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
15,10422.058621367956,,0.23705589110726746,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
16,10420.543731752721,,0.2343823081476736,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
17,10473.221170804121,,0.2350816723841532,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
18,10499.95344755901,,0.2607555115317817,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
19,10503.35206431661,,0.24558604980033746,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
20,10476.715290911661,,0.27190077753337843,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
21,10467.036125327442,,0.2592412364358638,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
22,10465.15561676523,,0.25737458517248724,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
23,10472.065564898321,,0.19728983670040268,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
24,10486.142343444308,,0.20505386599723088,1.0,170,170,STU_0354,nsga3,2,31.776333916932344
