generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,6235.2335671424025,,0.1729299706778246,0.44047619047619047,74,168,STU_0600,nsga2,18,29.619511832948774
2,6371.02854333922,,0.10496208090597452,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
3,6376.393410410023,,0.08594358639305312,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
4,6395.5652086741275,,0.08157130366631873,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
5,6484.7030248339215,,0.08320988631126804,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
6,6527.348399725295,,0.05460994768614993,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
7,6528.457723477814,,0.06784880165741398,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
8,6560.668614160184,,0.051451412517037574,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
9,6561.944087872984,,0.055720588051083854,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
10,6562.301187187472,,0.04187879176843309,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
11,6576.3921779448065,,0.043710616176614585,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
12,6590.63398938121,,0.06622280419649697,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
13,6591.384212779175,,0.04732278198829324,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
14,6591.593056103445,,0.04323271900103415,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
15,6597.922740020537,,0.05701338467849495,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
16,6597.9315363423475,,0.05300075914934215,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
17,6601.471210928746,,0.03754248639176484,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
18,6601.547836572868,,0.04066349264265224,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
19,6602.621843834569,,0.04154940869494455,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
20,6603.499296397887,,0.03863918081971834,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
21,6607.590658916247,,0.043730983001610144,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
22,6607.637210908864,,0.04345193211973413,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
23,6607.545529881889,,0.04343920882590069,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
24,6607.664082436078,,0.04757200758285255,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
25,6607.7987836161365,,0.04355502283685517,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
26,6607.82331554868,,0.04531570707304999,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
27,6607.876059473925,,0.04573813498568953,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
28,6608.758470906722,,0.04604724548888247,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
29,6608.85355894317,,0.04828186091056756,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
30,6609.234915048636,,0.04620790391384466,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
31,6609.175363353108,,0.04374257026966723,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
32,6609.280946561492,,0.040608077598857616,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
33,6609.339566743649,,0.0457717940147665,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
34,6609.596965660038,,0.04376721277636602,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
35,6610.215648820978,,0.05362356790594119,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
36,6610.200367420824,,0.04463498440581608,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
37,6610.307921775673,,0.04498319194458996,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
38,6610.3582375861715,,0.03755163737563327,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
39,6610.348450649324,,0.040483162105068644,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
40,6611.016231107446,,0.04346413177882766,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
41,6611.176883763047,,0.04104472642958466,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
42,6611.499039205215,,0.04379831307987254,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
43,6611.513195339804,,0.04438135438627215,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
44,6611.530847284806,,0.046906054936892615,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
45,6611.409613104622,,0.04775811892485729,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
46,6611.387828179011,,0.04067934622490993,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
47,6611.668520624664,,0.04437388984238171,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
48,6611.503215912115,,0.04280547654980471,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
49,6611.511738684068,,0.03867260373352585,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
50,6611.645935972889,,0.040982065743801796,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
51,6611.696228957507,,0.046442298828041934,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
52,6611.7136844091765,,0.04111762346211042,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
53,6611.6280159926655,,0.03775227789181055,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
54,6611.7636872882285,,0.040846387890664616,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
55,6611.804558880566,,0.04205805637767718,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
56,6611.793192284217,,0.047379677140982845,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
57,6611.731343761805,,0.045432762166955985,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
58,6612.4500752203085,,0.041401459541902774,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
59,6612.788773536751,,0.039924125309458804,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
60,6612.6923015362,,0.040971165945315344,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
61,6612.870441928359,,0.05264343572630256,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
62,6613.395362575964,,0.05319006440916312,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
63,6613.425085155069,,0.049263916422431844,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
64,6613.910339620099,,0.04784713316476157,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
65,6613.891570189629,,0.04430863994825349,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
66,6613.92942418268,,0.04630952085357344,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
67,6613.898771328441,,0.046085068810972935,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
68,6613.850416561079,,0.04412093518589771,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
69,6613.852660987179,,0.04264829725622475,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
70,6613.851491038771,,0.04643024932489136,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
71,6614.123036374278,,0.04957883534013954,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
72,6614.083947199114,,0.045837058280510476,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
73,6614.167235033617,,0.05175314899022271,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
74,6614.179332477471,,0.04365758517428146,1.0,168,168,STU_0600,nsga2,18,29.619511832948774
