x0,x1,x2,x3,x4,obj_1,obj_2,obj_3,obj_4,constraint_violation,feasible,profile_id,algorithm,seed,runtime_sec
0.001988004920539691,0.0016820352511370262,0.00018426956659304324,0.07172860958193245,0.5137416106208295,19.439848518068047,2.9825315089469404,0.8913099166460416,0.005015093843367735,0.0,True,STU_0422,nsga3,1,10.631596999941394
0.05544379317000031,0.8885317300095271,4.1509355787435285e-06,8.126997794310635e-07,0.8639470598241145,20.367150751831428,1.3696736888718928,0.4730886313688614,0.03382529004805035,0.0,True,STU_0422,nsga3,1,10.631596999941394
0.2204180642028849,0.9954310345741618,8.00369196677556e-05,0.00017375485354555203,0.3852887195085538,25.41566124985366,1.0617216689297349,0.2382416810365391,0.10697191256474403,0.0,True,STU_0422,nsga3,1,10.631596999941394
0.017385146411852112,0.9081464574855688,8.970548756291064e-07,0.0003993625633677417,0.08164326814111644,26.734348210416403,1.0465040750915748,0.08031119398883883,0.0018091930291139757,0.0,True,STU_0422,nsga3,1,10.631596999941394
0.2319975128132497,0.9928173301734483,9.085846112804379e-05,0.0011812306776539255,0.8142708416742068,22.35412160690031,1.226164651797832,0.3952488044827828,0.09689679427361231,0.0,True,STU_0422,nsga3,1,10.631596999941394
0.17724583612040673,0.9820508713031542,2.3470421281495166e-07,3.447339923191351e-05,0.9815138831503136,21.159185239625966,1.3015686539725926,0.45388932689261013,0.07489953898424007,0.0,True,STU_0422,nsga3,1,10.631596999941394
0.07742099226816238,0.9837414434410178,0.0021049640147014718,0.00022612344211308947,0.4722187447526133,22.99562609119986,1.2176372860587166,0.3051744930416981,0.0371109263355488,0.0,True,STU_0422,nsga3,1,10.631596999941394
0.0008849749554298656,0.004791176334883978,1.66697592591295e-05,0.18985409948276438,0.18038573139871822,19.97667029494093,6.566133881507974,0.5917202763726259,0.0,0.0,True,STU_0422,nsga3,1,10.631596999941394
0.254292966746126,0.8665917675289215,2.207426461229199e-05,1.5432190024302944e-06,0.9531978464672142,21.580167773006355,1.2630362526772718,0.45498050220622194,0.22791168248796545,0.0,True,STU_0422,nsga3,1,10.631596999941394
0.07890790757721908,0.9377657304884599,0.00030996306866725815,0.0003156855687928071,0.37898766780557974,23.6787913344825,1.171226232880869,0.26888052902153436,0.04163530453457087,0.0,True,STU_0422,nsga3,1,10.631596999941394
