plan,profile_id,algo_a,algo_b,n,mean_diff,cohen_dz_per_profile
extended_benchmark_30profiles,STU_0287,moead,smsemoa,5,-0.5899355169341611,-70.88185948381094
extended_benchmark_30profiles,STU_0287,nsga2,nsga3,10,-0.027467339969617355,-3.3781715118973548
extended_benchmark_30profiles,STU_0287,nsga2,smsemoa,5,0.03540442171322759,1.6621038487120097
extended_benchmark_30profiles,STU_0287,nsga3,smsemoa,5,0.06372105359312488,2.368641870723467
extended_benchmark_30profiles,STU_0302,moead,nsga2,10,-0.6125077999896004,-4.225157481249942
extended_benchmark_30profiles,STU_0302,moead,nsga3,10,-0.6068673641007065,-4.2202898371977335
extended_benchmark_30profiles,STU_0302,moead,smsemoa,5,-0.5898454939851171,-3.821960075962977
extended_benchmark_30profiles,STU_0302,nsga2,nsga3,10,0.0056404358888937686,0.4807625914318543
extended_benchmark_30profiles,STU_0302,nsga2,smsemoa,5,0.01996718857073949,1.2589465421558192
extended_benchmark_30profiles,STU_0302,nsga3,smsemoa,5,0.02046201390689022,1.3497262672204282
extended_benchmark_30profiles,STU_0346,moead,nsga2,10,-0.6319363449898788,-6.248037014928418
extended_benchmark_30profiles,STU_0346,moead,nsga3,10,-0.6249353432302404,-6.2442910020924804
extended_benchmark_30profiles,STU_0346,moead,smsemoa,5,-0.5912718940801635,-18.909387977936486
extended_benchmark_30profiles,STU_0346,nsga2,nsga3,10,0.00700100175963847,1.0862801819739503
extended_benchmark_30profiles,STU_0346,nsga2,smsemoa,5,0.007032341707265766,3.0585966837027128
extended_benchmark_30profiles,STU_0346,nsga3,smsemoa,5,-0.0013857913264218925,-0.39382361354113965
extended_benchmark_30profiles,STU_0365,moead,nsga2,10,-0.6486948630434056,-19.64840070873837
extended_benchmark_30profiles,STU_0365,moead,nsga3,10,-0.6575153386327773,-21.24567537745215
extended_benchmark_30profiles,STU_0365,moead,smsemoa,5,-0.6235347223961905,-12.366948588634218
extended_benchmark_30profiles,STU_0365,nsga2,nsga3,10,-0.008820475589371735,-0.9046594298480499
extended_benchmark_30profiles,STU_0365,nsga2,smsemoa,5,0.025630337166768234,1.1000250672772993
extended_benchmark_30profiles,STU_0365,nsga3,smsemoa,5,0.03594369564207291,1.866973894833461
extended_benchmark_30profiles,STU_0368,moead,nsga2,10,-0.5127507280475335,-4.881715453299416
extended_benchmark_30profiles,STU_0368,moead,nsga3,10,-0.5428312782498566,-5.71834383866454
extended_benchmark_30profiles,STU_0368,moead,smsemoa,5,-0.4806100009899875,-3.9052508336507104
extended_benchmark_30profiles,STU_0368,nsga2,nsga3,10,-0.030080550202323066,-1.5883911690684316
extended_benchmark_30profiles,STU_0368,nsga2,smsemoa,5,0.025029505729002467,0.9093108216499413
extended_benchmark_30profiles,STU_0368,nsga3,smsemoa,5,0.06197915754875185,3.8277291944203142
extended_benchmark_30profiles,STU_0390,moead,nsga2,10,-0.5487035501175759,-3.461923913513211
extended_benchmark_30profiles,STU_0390,moead,nsga3,10,-0.5719997276716289,-3.905254084577227
extended_benchmark_30profiles,STU_0390,moead,smsemoa,5,-0.5325989011916507,-3.279129055513922
extended_benchmark_30profiles,STU_0390,nsga2,nsga3,10,-0.023296177554053075,-1.1638283910430505
extended_benchmark_30profiles,STU_0390,nsga2,smsemoa,5,0.020833820560222892,0.8904675630783011
extended_benchmark_30profiles,STU_0390,nsga3,smsemoa,5,0.04381102298343864,2.4329050516447164
extended_benchmark_30profiles,STU_0433,moead,nsga2,10,-0.5581526294959264,-2.8389250613967323
extended_benchmark_30profiles,STU_0433,moead,nsga3,10,-0.59852339178742,-3.01914706710771
extended_benchmark_30profiles,STU_0433,moead,smsemoa,5,-0.49555119702695044,-2.0791407917587605
extended_benchmark_30profiles,STU_0433,nsga2,nsga3,10,-0.04037076229149369,-2.254202619749852
extended_benchmark_30profiles,STU_0433,nsga2,smsemoa,5,0.06684099262563273,0.7205664130424931
extended_benchmark_30profiles,STU_0433,nsga3,smsemoa,5,0.1083073315638408,1.2293724455750072
extended_benchmark_30profiles,STU_0436,moead,nsga2,10,-0.603292586856153,-16.433001738766887
extended_benchmark_30profiles,STU_0436,moead,nsga3,10,-0.6129762855954948,-16.07973019842217
extended_benchmark_30profiles,STU_0436,moead,smsemoa,5,-0.55381702757567,-12.400719809752609
extended_benchmark_30profiles,STU_0436,nsga2,nsga3,10,-0.009683698739341962,-0.9492938230498649
extended_benchmark_30profiles,STU_0436,nsga2,smsemoa,5,0.04157534633917277,3.554033250284624
extended_benchmark_30profiles,STU_0436,nsga3,smsemoa,5,0.04911502546343638,4.108795732867726
extended_benchmark_30profiles,STU_0522,moead,nsga2,10,-0.7272525472496388,-5.816474315109156
extended_benchmark_30profiles,STU_0522,moead,nsga3,10,-0.7421947291118801,-5.623663247046198
extended_benchmark_30profiles,STU_0522,moead,smsemoa,5,-0.6971595857123069,-3.7612410795653464
extended_benchmark_30profiles,STU_0522,nsga2,nsga3,10,-0.014942181862241355,-1.344031753052929
extended_benchmark_30profiles,STU_0522,nsga2,smsemoa,5,-0.005828028026370391,-0.5057414569512672
extended_benchmark_30profiles,STU_0522,nsga3,smsemoa,5,0.007015597851284472,1.5147822047042108
extended_benchmark_30profiles,STU_0597,moead,nsga2,10,-0.6935719012232056,-3.819703309095773
extended_benchmark_30profiles,STU_0597,moead,nsga3,10,-0.6838459120211959,-3.756539004167772
extended_benchmark_30profiles,STU_0597,moead,smsemoa,5,-0.720777742357665,-3.4232085960533176
extended_benchmark_30profiles,STU_0597,nsga2,nsga3,10,0.009725989202009589,1.3579361382878092
extended_benchmark_30profiles,STU_0597,nsga2,smsemoa,5,0.009827036171072723,2.0007751680289347
extended_benchmark_30profiles,STU_0597,nsga3,smsemoa,5,-0.0013862913489711471,-0.21678147572058568
extended_benchmark_30profiles,STU_0598,moead,nsga2,10,-0.6232002585460307,-3.8947459502678337
extended_benchmark_30profiles,STU_0598,moead,nsga3,10,-0.6357924585339679,-4.00298038517718
extended_benchmark_30profiles,STU_0598,moead,smsemoa,5,-0.5915538082688769,-4.072128523587795
extended_benchmark_30profiles,STU_0598,nsga2,nsga3,10,-0.012592199987937525,-1.1401881840859183
extended_benchmark_30profiles,STU_0598,nsga2,smsemoa,5,0.002585174492221465,0.29111182461264506
extended_benchmark_30profiles,STU_0598,nsga3,smsemoa,5,0.008712034230024156,1.1742829118474607
extended_benchmark_30profiles,STU_0618,moead,nsga2,10,-0.5977255827779302,-3.168944948585651
extended_benchmark_30profiles,STU_0618,moead,nsga3,10,-0.5932860474911702,-3.1361612468380473
extended_benchmark_30profiles,STU_0618,moead,smsemoa,5,-0.6035910159117863,-3.390018464056416
extended_benchmark_30profiles,STU_0618,nsga2,nsga3,10,0.004439535286759921,1.1630793079393402
extended_benchmark_30profiles,STU_0618,nsga2,smsemoa,5,0.026509627920508705,1.3338675623382927
extended_benchmark_30profiles,STU_0618,nsga3,smsemoa,5,0.02352576109782023,1.2879945444648915
extended_benchmark_30profiles,STU_0716,moead,nsga2,10,-0.45033817725632563,-3.5299996617617877
extended_benchmark_30profiles,STU_0716,moead,nsga3,10,-0.44209900763164,-3.4380232310638115
extended_benchmark_30profiles,STU_0716,moead,smsemoa,5,-0.46420352670742276,-2.6236641018364746
extended_benchmark_30profiles,STU_0716,nsga2,nsga3,10,0.008239169624685561,1.2528651937712227
extended_benchmark_30profiles,STU_0716,nsga2,smsemoa,5,0.022488818156878643,2.1717175052124382
extended_benchmark_30profiles,STU_0716,nsga3,smsemoa,5,0.012718117048263844,1.5935738827603656
representative_curves_10profiles,STU_0036,nsga2,nsga3,30,-0.02267263584095327,-4.313423693759447
representative_curves_10profiles,STU_0047,nsga2,nsga3,30,-0.03731850109796772,-3.4260857231101958
representative_curves_10profiles,STU_0073,nsga2,nsga3,30,-0.009146384506028655,-1.1636648655388742
representative_curves_10profiles,STU_0081,nsga2,nsga3,30,-0.017128717368531873,-2.2633017118497945
representative_curves_10profiles,STU_0118,nsga2,nsga3,30,-0.011534100544187745,-1.5512299258294624
representative_curves_10profiles,STU_0215,nsga2,nsga3,30,-0.03460654085793686,-2.2508521546691416
representative_curves_10profiles,STU_0236,nsga2,nsga3,30,0.0024385400800923623,0.41756772824715666
representative_curves_10profiles,STU_0456,nsga2,nsga3,30,-0.02036847117106135,-1.6401510573669666
representative_curves_10profiles,STU_0495,nsga2,nsga3,30,-0.029830033017295476,-4.229597466976871
representative_curves_10profiles,STU_0600,nsga2,nsga3,30,-0.007678015924332131,-1.2617497740517245
